Time	Heart Rate
00:19:30	111
00:19:35	116
00:19:40	117
00:19:45	119
00:19:50	119
00:19:55	122
00:20:05	116
00:20:10	110
00:20:15	105
00:20:20	101
00:20:25	103
00:20:30	105
00:20:35	104
00:20:45	102
00:20:50	100
00:20:55	101
00:21:00	93
00:21:05	94
00:21:10	95
00:21:20	94
00:21:30	93
00:21:35	93
00:21:40	92
00:21:47	91
00:21:57	93
00:22:02	95
00:22:07	97
00:22:17	96
00:22:22	98
00:22:27	97
00:22:37	95
00:22:42	93
00:22:47	98
00:22:57	99
00:23:02	98
00:23:12	97
00:23:17	95
00:23:27	94
00:23:32	93
00:23:42	92
00:23:47	91
00:23:52	93
00:23:57	100
00:24:02	100
00:24:07	99
00:24:12	98
00:24:17	97
00:24:22	96
00:24:27	100
00:24:32	98
00:24:38	98
00:24:53	97
00:24:58	96
00:25:08	98
00:25:13	99
00:25:23	103
00:25:28	97
00:25:38	96
00:25:43	95
00:25:48	93
00:26:03	93
00:26:08	92
00:26:13	93
00:26:18	94
00:26:23	95
00:26:28	96
00:26:38	98
00:26:43	100
00:26:48	101
00:26:53	100
00:26:58	99
00:27:03	93
00:27:08	94
00:27:13	93
00:27:18	91
00:27:23	90
00:27:28	92
00:27:35	94
00:27:45	92
00:27:50	89
00:28:05	90
00:28:10	92
00:28:20	90
00:28:30	91
00:28:35	92
00:28:40	92
00:28:45	94
00:28:50	98
00:29:05	98
00:29:10	96
00:29:25	96
00:29:30	94
00:29:35	93
00:29:45	91
00:29:50	90
00:29:55	91
00:30:00	95
00:30:05	96
00:30:20	97
00:30:30	96
00:30:35	94
00:30:50	94
00:31:05	94
00:31:15	95
00:31:20	96
00:31:25	95
00:31:35	95
00:31:40	95
00:31:50	94
00:32:05	94
00:32:20	93
00:32:25	93
00:32:33	93
00:32:48	93
00:32:53	93
00:33:03	92
00:33:13	90
00:33:28	90
00:33:43	90
00:33:58	90
00:34:13	90
00:34:28	90
00:34:43	90
00:34:48	91
00:35:03	95
00:35:08	94
00:35:13	93
00:35:18	92
00:35:23	91
00:35:33	90
00:35:38	91
00:35:53	91
00:36:08	91
00:36:23	91
00:36:28	91
00:36:43	91
00:36:48	93
00:36:53	94
00:36:58	95
00:37:05	95
00:37:20	95
00:37:25	96
00:37:35	97
00:37:40	100
00:37:45	100
00:37:50	99
00:37:55	98
00:38:00	97
00:38:10	96
00:38:25	96
00:38:40	96
00:38:55	96
00:39:05	97
00:39:15	97
00:39:25	94
00:39:30	94
00:39:40	94
00:39:55	95
00:40:05	96
00:40:10	98
00:40:20	99
00:40:35	99
00:40:50	100
00:41:05	100
00:41:20	100
00:41:25	101
00:41:33	104
00:41:38	103
00:41:43	102
00:41:48	103
00:41:53	104
00:42:03	105
00:42:08	106
00:42:13	103
00:42:18	105
00:42:23	106
00:42:28	105
00:42:33	104
00:42:43	107
00:42:48	108
00:42:53	110
00:42:58	112
00:43:03	115
00:43:13	118
00:43:18	117
00:43:23	115
00:43:28	109
00:43:33	110
00:43:38	107
00:43:48	111
00:43:53	116
00:43:58	118
00:44:03	124
00:44:09	124
00:44:14	128
00:44:19	127
00:44:24	126
00:44:29	120
00:44:34	117
00:44:39	115
00:44:44	114
00:44:49	113
00:44:54	108
00:44:59	107
00:45:09	109
00:45:14	111
00:45:24	109
00:45:29	107
00:45:34	111
00:45:39	109
00:45:44	108
00:45:49	109
00:45:54	110
00:46:04	111
00:46:09	110
00:46:19	109
00:46:29	110
00:46:34	109
00:46:39	108
00:46:49	107
00:46:56	107
00:47:06	110
00:47:11	112
00:47:21	111
00:47:31	112
00:47:46	111
00:47:51	112
00:47:56	113
00:48:06	113
00:48:16	108
00:48:21	107
00:48:26	109
00:48:31	110
00:48:36	106
00:48:41	106
00:48:56	105
00:49:11	106
00:49:16	105
00:49:26	106
00:49:31	105
00:49:36	104
00:49:46	104
00:50:01	103
00:50:16	104
00:50:21	103
00:50:26	104
00:50:31	105
00:50:38	105
00:50:43	101
00:50:48	94
00:50:53	89
00:51:03	90
00:51:08	91
00:51:13	96
00:51:18	97
00:51:23	99
00:51:28	95
00:51:33	92
00:51:43	89
00:51:53	88
00:52:08	87
00:52:13	87
00:52:23	87
00:52:28	89
00:52:33	92
00:52:38	94
00:52:43	96
00:52:48	98
00:52:53	101
00:52:58	103
00:53:08	104
00:53:13	107
00:53:23	108
00:53:28	110
00:53:34	109
00:53:39	107
00:53:49	106
00:53:59	105
00:54:14	105
00:54:24	101
00:54:29	94
00:54:34	95
00:54:49	94
00:54:59	95
00:55:04	97
00:55:09	95
00:55:14	94
00:55:29	94
00:55:39	91
00:55:54	90
00:55:59	89
00:56:04	90
00:56:19	91
00:56:24	92
00:56:29	91
00:56:44	91
00:56:49	92
00:56:54	91
00:57:04	92
00:57:09	93
00:57:14	94
00:57:21	95
00:57:36	95
00:57:51	94
00:58:01	92
00:58:11	91
00:58:16	92
00:58:21	93
00:58:26	94
00:58:36	95
00:58:46	93
00:58:51	91
00:58:56	91
00:59:11	91
00:59:26	92
00:59:41	92
00:59:56	92
01:00:01	94
01:00:06	92
01:00:11	92
01:00:21	93
01:00:26	93
01:00:31	92
01:00:46	92
01:00:51	91
01:00:56	93
01:01:06	91
01:01:11	89
01:01:18	89
01:01:23	89
01:01:33	88
01:01:48	88
01:02:03	88
01:02:08	88
01:02:13	87
01:02:18	85
01:02:23	85
01:02:28	86
01:02:43	86
01:02:58	84
01:03:13	84
01:03:23	88
01:03:28	90
01:03:33	89
01:03:38	90
01:03:53	91
01:03:58	90
01:04:13	89
01:04:18	88
01:04:23	87
01:04:28	85
01:04:38	86
01:04:43	85
01:04:58	85
01:05:13	85
01:05:15	85
01:05:20	84
01:05:30	83
01:05:40	84
01:05:45	85
01:06:00	85
01:06:05	86
01:06:10	91
01:06:20	90
01:06:25	88
01:06:40	87
01:06:55	87
01:07:10	87
01:07:25	87
01:07:30	88
01:07:35	86
01:07:50	85
01:08:00	86
01:08:10	84
01:08:15	82
01:08:20	82
01:08:30	83
01:08:40	83
01:08:55	84
01:09:00	85
01:09:10	86
01:09:20	85
01:09:28	85
01:09:33	86
01:09:38	88
01:09:53	87
01:09:58	86
01:10:03	85
01:10:08	86
01:10:13	85
01:10:23	84
01:10:28	82
01:10:33	81
01:10:38	82
01:10:43	84
01:10:48	85
01:10:53	86
01:10:58	87
01:11:08	88
01:11:13	89
01:11:18	88
01:11:23	87
01:11:28	88
01:11:38	89
01:11:43	90
01:11:53	91
01:12:08	91
01:12:18	92
01:12:28	91
01:12:34	91
01:12:39	92
01:12:44	91
01:12:59	91
01:13:04	90
01:13:09	88
01:13:24	87
01:13:29	86
01:13:44	86
01:13:59	86
01:14:04	85
01:14:09	84
01:14:24	84
01:14:39	84
01:14:44	85
01:14:49	84
01:14:54	85
01:15:09	84
01:15:24	83
01:15:34	81
01:15:44	84
01:15:49	85
01:15:59	86
01:16:04	87
01:16:14	86
01:16:24	85
01:16:34	83
01:16:42	81
01:16:47	83
01:16:52	82
01:17:07	85
01:17:17	85
01:17:32	86
01:17:37	87
01:17:52	87
01:17:57	88
01:18:02	87
01:18:12	87
01:18:27	87
01:18:32	88
01:18:37	89
01:18:42	90
01:18:52	89
01:18:57	88
01:19:02	89
01:19:07	88
01:19:17	87
01:19:32	88
01:19:37	89
01:19:42	88
01:19:57	87
01:20:02	88
01:20:07	90
01:20:12	92
01:20:19	94
01:20:24	95
01:20:39	95
01:20:54	95
01:21:09	95
01:21:19	96
01:21:34	96
01:21:44	97
01:21:49	99
01:21:59	95
01:22:04	94
01:22:14	95
01:22:19	97
01:22:24	98
01:22:34	99
01:22:39	100
01:22:49	101
01:22:54	103
01:22:59	104
01:23:04	105
01:23:09	107
01:23:14	108
01:23:19	109
01:23:24	108
01:23:29	106
01:23:34	104
01:23:49	111
01:23:51	111
01:23:56	115
01:24:01	110
01:24:06	112
01:24:11	114
01:24:16	115
01:24:21	111
01:24:26	106
01:24:36	107
01:24:41	109
01:24:46	112
01:25:01	114
01:25:06	115
01:25:16	116
01:25:21	114
01:25:26	112
01:25:31	111
01:25:36	110
01:25:41	113
01:25:56	113
01:26:06	116
01:26:11	119
01:26:16	117
01:26:21	115
01:26:26	118
01:26:31	115
01:26:36	114
01:26:42	115
01:26:47	117
01:26:52	120
01:26:57	117
01:27:02	116
01:27:07	118
01:27:12	116
01:27:22	119
01:27:27	117
01:27:42	117
01:27:47	115
01:27:52	116
01:28:02	118
01:28:07	117
01:28:12	116
01:28:17	113
01:28:27	114
01:28:37	115
01:28:42	119
01:28:47	118
01:28:52	113
01:29:07	112
01:29:12	113
01:29:22	109
01:29:27	108
01:29:32	105
01:29:37	97
01:29:44	89
01:29:49	85
01:29:54	88
01:29:59	87
01:30:09	86
01:30:14	88
01:30:19	83
01:30:24	84
01:30:29	82
01:30:34	84
01:30:39	85
01:30:44	84
01:30:49	86
01:30:59	85
01:31:09	86
01:31:14	87
01:31:24	86
01:31:39	84
01:31:44	83
01:31:49	86
01:31:54	89
01:31:59	90
01:32:09	89
01:32:19	90
01:32:24	91
01:32:29	92
01:32:39	93
01:32:45	92
01:32:50	94
01:32:55	92
01:33:00	93
01:33:05	92
01:33:10	90
01:33:20	89
01:33:35	91
01:33:40	91
01:33:50	90
01:33:55	90
01:34:05	91
01:34:15	92
01:34:20	93
01:34:25	94
01:34:40	93
01:34:50	92
01:34:55	93
01:35:00	93
01:35:05	92
01:35:10	92
01:35:20	88
01:35:35	88
01:35:40	90
01:35:45	92
01:35:50	92
01:35:55	92
01:36:02	92
01:36:12	93
01:36:27	92
01:36:32	94
01:36:37	92
01:36:47	91
01:36:52	90
01:36:57	90
01:37:07	89
01:37:12	89
01:37:17	90
01:37:22	89
01:37:37	89
01:37:42	88
01:37:52	89
01:37:57	88
01:38:12	89
01:38:27	90
01:38:32	89
01:38:37	91
01:38:52	92
01:38:57	91
01:39:02	92
01:39:07	93
01:39:12	91
01:39:17	92
01:39:32	93
01:39:34	93
01:39:44	92
01:39:49	93
01:39:54	97
01:39:59	97
01:40:09	96
01:40:14	95
01:40:19	97
01:40:24	99
01:40:29	100
01:40:39	96
01:40:54	96
01:40:59	99
01:41:04	100
01:41:09	94
01:41:19	97
01:41:24	98
01:41:29	100
01:41:34	99
01:41:39	98
01:41:44	102
01:41:49	101
01:41:54	101
01:41:59	100
01:42:04	101
01:42:09	103
01:42:19	106
01:42:26	104
01:42:31	103
01:42:41	105
01:42:46	109
01:42:51	110
01:43:01	107
01:43:11	108
01:43:21	109
01:43:26	110
01:43:31	112
01:43:41	114
01:43:46	113
01:43:51	111
01:44:06	111
01:44:16	104
01:44:21	103
01:44:31	105
01:44:36	104
01:44:41	104
01:44:46	105
01:44:51	109
01:44:56	110
01:45:11	109
01:45:21	111
01:45:26	110
01:45:36	111
01:45:41	112
01:45:47	113
01:45:52	111
01:45:57	109
01:46:02	110
01:46:07	114
01:46:12	112
01:46:17	107
01:46:27	102
01:46:32	99
01:46:42	97
01:46:47	96
01:46:52	94
01:47:02	96
01:47:07	87
01:47:12	84
01:47:17	83
01:47:27	84
01:47:32	85
01:47:37	86
01:47:42	85
01:47:47	84
01:47:52	83
01:47:57	83
01:48:07	84
01:48:17	84
01:48:22	86
01:48:29	86
01:48:39	85
01:48:44	82
01:48:49	84
01:48:54	81
01:48:59	82
01:49:04	81
01:49:14	82
01:49:29	90
01:49:34	90
01:49:39	91
01:49:44	83
01:49:54	85
01:50:04	84
01:50:09	83
01:50:19	82
01:50:24	82
01:50:29	82
01:50:34	82
01:50:39	84
01:50:44	84
01:50:54	83
01:51:04	82
01:51:09	81
01:51:14	82
01:51:24	82
01:51:31	85
01:51:36	85
01:51:41	84
01:51:46	83
01:51:51	82
01:51:56	82
01:52:11	81
01:52:26	82
01:52:31	83
01:52:36	82
01:52:46	81
01:52:56	81
01:53:01	83
01:53:16	83
01:53:21	84
01:53:26	85
01:53:41	84
01:53:46	85
01:53:51	84
01:53:56	84
01:54:01	86
01:54:11	85
01:54:21	83
01:54:31	83
01:54:36	85
01:54:41	85
01:54:46	83
01:54:52	81
01:55:02	80
01:55:07	79
01:55:17	79
01:55:32	80
01:55:47	79
01:55:52	80
01:55:57	79
01:56:02	80
01:56:07	81
01:56:17	80
01:56:27	80
01:56:37	82
01:56:52	81
01:56:57	80
01:57:12	80
01:57:22	79
01:57:27	80
01:57:32	81
01:57:37	81
01:57:42	81
01:57:47	79
01:57:57	78
01:58:07	79
01:58:22	79
01:58:37	79
01:58:42	80
01:58:50	80
01:59:05	81
01:59:15	81
01:59:30	82
01:59:35	83
01:59:40	84
01:59:45	85
01:59:50	86
02:00:00	86
02:00:10	87
02:00:20	88
02:00:25	89
02:00:40	89
02:00:45	88
02:00:50	84
02:00:55	83
02:01:10	83
02:01:15	81
02:01:20	78
02:01:30	77
02:01:45	77
02:02:00	77
02:02:15	78
02:02:30	78
02:02:35	77
02:02:40	78
02:02:45	76
02:02:52	75
02:02:57	76
02:03:12	76
02:03:17	78
02:03:22	81
02:03:27	84
02:03:32	83
02:03:37	82
02:03:47	81
02:03:52	80
02:04:02	81
02:04:07	80
02:04:12	82
02:04:17	81
02:04:22	80
02:04:27	79
02:04:32	78
02:04:37	76
02:04:42	75
02:04:47	76
02:04:52	80
02:04:57	81
02:05:02	82
02:05:12	81
02:05:22	77
02:05:27	78
02:05:37	79
02:05:43	80
02:05:48	79
02:06:03	78
02:06:08	76
02:06:13	79
02:06:18	80
02:06:33	80
02:06:43	78
02:06:48	77
02:06:53	78
02:06:58	80
02:07:03	81
02:07:18	80
02:07:23	79
02:07:33	78
02:07:43	77
02:07:53	78
02:07:58	78
02:08:03	78
02:08:13	78
02:08:18	79
02:08:28	80
02:08:43	80
02:08:53	86
02:08:58	88
02:09:03	87
02:09:08	87
02:09:15	82
02:09:20	79
02:09:25	79
02:09:40	79
02:09:45	83
02:09:50	84
02:09:55	82
02:10:00	80
02:10:05	79
02:10:10	78
02:10:20	77
02:10:25	78
02:10:30	79
02:10:35	80
02:10:40	79
02:10:45	80
02:10:55	82
02:11:00	81
02:11:05	78
02:11:10	79
02:11:15	80
02:11:20	80
02:11:25	79
02:11:30	80
02:11:40	81
02:11:45	80
02:11:50	79
02:11:57	78
02:12:12	79
02:12:22	81
02:12:27	81
02:12:32	80
02:12:37	81
02:12:42	80
02:12:47	80
02:13:02	80
02:13:07	79
02:13:17	78
02:13:32	78
02:13:42	79
02:13:57	79
02:14:12	79
02:14:27	78
02:14:42	78
02:14:52	79
02:14:57	78
02:15:07	77
02:15:22	77
02:15:37	78
02:15:42	78
02:15:47	79
02:15:52	78
02:15:57	77
02:16:02	77
02:16:09	77
02:16:14	78
02:16:24	92
02:16:29	84
02:16:34	79
02:16:39	75
02:16:44	72
02:16:49	73
02:16:54	72
02:16:59	74
02:17:04	75
02:17:09	76
02:17:14	77
02:17:19	76
02:17:29	78
02:17:39	78
02:17:44	80
02:17:49	79
02:17:59	78
02:18:04	77
02:18:09	78
02:18:14	77
02:18:19	78
02:18:24	78
02:18:29	79
02:18:34	80
02:18:40	79
02:18:45	78
02:18:55	79
02:19:05	80
02:19:15	78
02:19:20	79
02:19:25	78
02:19:40	79
02:19:55	79
02:20:00	82
02:20:05	81
02:20:15	80
02:20:20	79
02:20:35	79
02:20:40	79
02:20:50	83
02:20:55	82
02:21:00	78
02:21:05	74
02:21:15	75
02:21:30	76
02:21:40	77
02:21:45	78
02:21:50	79
02:21:55	79
02:22:05	79
02:22:15	77
02:22:22	76
02:22:27	77
02:22:37	78
02:22:42	77
02:22:52	76
02:23:02	81
02:23:07	77
02:23:22	77
02:23:37	78
02:23:47	79
02:23:57	78
02:24:02	77
02:24:07	78
02:24:12	77
02:24:22	76
02:24:37	80
02:24:42	82
02:24:47	75
02:24:52	76
02:24:57	75
02:25:07	76
02:25:12	77
02:25:22	76
02:25:37	77
02:25:47	78
02:25:52	79
02:25:57	80
02:26:04	79
02:26:09	80
02:26:19	78
02:26:34	78
02:26:39	79
02:26:49	78
02:26:54	77
02:26:59	76
02:27:04	75
02:27:14	74
02:27:19	76
02:27:24	74
02:27:29	75
02:27:34	77
02:27:39	78
02:27:44	79
02:27:49	78
02:27:54	77
02:27:59	76
02:28:09	75
02:28:19	78
02:28:24	82
02:28:29	83
02:28:39	81
02:28:44	76
02:28:49	75
02:28:54	76
02:29:01	76
02:29:06	79
02:29:11	82
02:29:16	83
02:29:21	86
02:29:26	81
02:29:31	77
02:29:36	75
02:29:46	76
02:29:56	77
02:30:11	77
02:30:16	76
02:30:21	78
02:30:26	83
02:30:31	80
02:30:36	77
02:30:46	74
02:30:51	75
02:30:56	76
02:31:01	79
02:31:11	78
02:31:26	77
02:31:41	79
02:31:46	78
02:31:51	77
02:31:56	76
02:32:11	76
02:32:13	76
02:32:23	78
02:32:28	79
02:32:33	78
02:32:38	79
02:32:43	78
02:32:48	77
02:33:03	77
02:33:08	78
02:33:13	77
02:33:23	75
02:33:28	76
02:33:43	79
02:33:48	84
02:33:53	86
02:33:58	81
02:34:03	77
02:34:08	75
02:34:13	74
02:34:28	75
02:34:33	74
02:34:43	75
02:34:53	79
02:34:58	81
02:35:03	74
02:35:08	75
02:35:23	74
02:35:24	74
02:35:29	77
02:35:39	78
02:35:54	77
02:36:04	78
02:36:19	78
02:36:24	77
02:36:29	76
02:36:34	77
02:36:39	78
02:36:44	77
02:36:49	78
02:36:59	77
02:37:04	75
02:37:09	76
02:37:14	77
02:37:19	78
02:37:29	77
02:37:34	78
02:37:49	78
02:37:54	76
02:37:59	78
02:38:04	77
02:38:14	78
02:38:19	77
02:38:24	76
02:38:39	77
02:38:41	77
02:38:51	78
02:38:56	77
02:39:11	77
02:39:16	75
02:39:21	73
02:39:31	74
02:39:46	74
02:39:51	75
02:39:56	73
02:40:11	74
02:40:21	75
02:40:26	82
02:40:31	85
02:40:36	88
02:40:41	84
02:40:46	80
02:40:51	78
02:40:56	76
02:41:01	75
02:41:06	72
02:41:16	75
02:41:21	77
02:41:26	76
02:41:41	77
02:41:46	80
02:41:51	83
02:41:58	78
02:42:03	77
02:42:08	76
02:42:13	74
02:42:23	75
02:42:28	74
02:42:33	75
02:42:43	74
02:42:48	75
02:42:53	76
02:42:58	76
02:43:03	81
02:43:08	82
02:43:13	79
02:43:18	76
02:43:23	71
02:43:38	72
02:43:48	76
02:43:53	77
02:43:58	78
02:44:08	86
02:44:13	85
02:44:18	81
02:44:23	78
02:44:28	76
02:44:33	75
02:44:39	77
02:44:44	76
02:44:49	77
02:44:54	76
02:44:59	78
02:45:04	80
02:45:19	80
02:45:24	84
02:45:29	92
02:45:34	89
02:45:39	83
02:45:44	78
02:45:49	77
02:45:54	76
02:45:59	77
02:46:04	80
02:46:09	78
02:46:14	77
02:46:29	78
02:46:34	80
02:46:39	79
02:46:49	77
02:46:54	78
02:46:59	79
02:47:09	78
02:47:14	79
02:47:21	82
02:47:26	80
02:47:31	78
02:47:36	77
02:47:41	78
02:47:46	77
02:47:51	76
02:47:56	79
02:48:01	80
02:48:06	80
02:48:11	79
02:48:16	75
02:48:21	76
02:48:26	77
02:48:31	76
02:48:36	74
02:48:46	76
02:48:51	81
02:48:56	78
02:49:01	77
02:49:11	78
02:49:16	80
02:49:21	77
02:49:26	76
02:49:31	75
02:49:36	77
02:49:41	78
02:49:47	78
02:49:57	76
02:50:02	77
02:50:12	76
02:50:22	77
02:50:27	79
02:50:32	82
02:50:37	75
02:50:47	74
02:50:57	75
02:51:02	77
02:51:17	81
02:51:22	79
02:51:27	76
02:51:32	74
02:51:47	73
02:51:52	76
02:51:57	77
02:52:12	76
02:52:17	77
02:52:22	79
02:52:27	77
02:52:37	76
02:52:42	75
02:52:47	77
02:52:52	75
02:53:02	73
02:53:09	72
02:53:14	74
02:53:29	83
02:53:34	85
02:53:44	86
02:53:54	87
02:53:59	81
02:54:04	75
02:54:09	73
02:54:19	75
02:54:24	80
02:54:29	79
02:54:34	74
02:54:39	71
02:54:44	72
02:54:49	74
02:54:59	75
02:55:04	76
02:55:09	77
02:55:14	74
02:55:19	72
02:55:24	71
02:55:29	74
02:55:34	73
02:55:39	75
02:55:44	77
02:55:50	80
02:55:55	77
02:56:05	75
02:56:10	73
02:56:20	75
02:56:25	76
02:56:30	75
02:56:35	76
02:56:40	74
02:56:50	73
02:56:55	78
02:57:00	81
02:57:05	75
02:57:10	74
02:57:15	73
02:57:20	72
02:57:25	73
02:57:40	75
02:57:50	77
02:57:55	75
02:58:00	74
02:58:05	73
02:58:10	74
02:58:15	77
02:58:20	79
02:58:30	73
02:58:35	72
02:58:42	70
02:58:47	71
02:58:52	74
02:58:57	72
02:59:07	73
02:59:12	74
02:59:17	79
02:59:22	73
02:59:37	72
02:59:47	73
02:59:57	74
03:00:02	76
03:00:07	74
03:00:12	73
03:00:22	74
03:00:32	76
03:00:42	77
03:00:47	73
03:00:52	71
03:00:57	73
03:01:02	74
03:01:07	75
03:01:12	76
03:01:17	74
03:01:22	73
03:01:32	75
03:01:37	76
03:01:44	84
03:01:49	86
03:01:54	77
03:01:59	69
03:02:04	68
03:02:09	66
03:02:14	68
03:02:19	69
03:02:24	70
03:02:29	69
03:02:34	69
03:02:39	66
03:02:44	70
03:02:49	71
03:02:54	70
03:02:59	77
03:03:04	80
03:03:09	77
03:03:14	76
03:03:19	73
03:03:24	72
03:03:29	70
03:03:34	69
03:03:39	70
03:03:44	69
03:03:49	71
03:03:55	72
03:04:00	69
03:04:05	70
03:04:10	72
03:04:15	71
03:04:20	74
03:04:25	72
03:04:30	73
03:04:35	76
03:04:40	79
03:04:45	72
03:04:50	71
03:04:55	72
03:05:00	71
03:05:05	70
03:05:10	71
03:05:15	74
03:05:20	72
03:05:25	74
03:05:35	73
03:05:45	73
03:05:55	74
03:06:00	73
03:06:10	72
03:06:20	70
03:06:25	70
03:06:35	68
03:06:41	68
03:06:46	63
03:06:51	64
03:06:56	66
03:07:01	67
03:07:06	68
03:07:11	69
03:07:16	74
03:07:21	75
03:07:26	75
03:07:31	74
03:07:36	77
03:07:41	73
03:07:46	71
03:07:51	67
03:07:56	69
03:08:01	68
03:08:11	67
03:08:21	68
03:08:31	72
03:08:36	74
03:08:41	73
03:08:46	72
03:09:01	72
03:09:11	72
03:09:16	69
03:09:21	67
03:09:28	66
03:09:33	65
03:09:38	67
03:09:43	72
03:09:48	70
03:09:53	68
03:10:03	67
03:10:13	68
03:10:23	69
03:10:33	70
03:10:43	68
03:10:48	66
03:10:53	67
03:10:58	68
03:11:03	69
03:11:08	70
03:11:13	68
03:11:18	67
03:11:23	68
03:11:28	69
03:11:33	68
03:11:38	69
03:11:43	70
03:11:48	69
03:12:03	69
03:12:13	70
03:12:18	72
03:12:24	72
03:12:29	70
03:12:44	72
03:12:49	69
03:12:54	70
03:12:59	69
03:13:04	70
03:13:09	71
03:13:19	70
03:13:29	72
03:13:34	71
03:13:44	73
03:13:49	72
03:13:54	73
03:14:04	74
03:14:09	73
03:14:24	71
03:14:29	69
03:14:34	68
03:14:44	67
03:14:59	67
03:15:04	68
03:15:09	67
03:15:14	69
03:15:19	70
03:15:24	69
03:15:29	71
03:15:36	71
03:15:41	73
03:15:56	70
03:16:01	68
03:16:06	67
03:16:16	68
03:16:21	70
03:16:26	72
03:16:31	73
03:16:36	71
03:16:41	70
03:16:46	71
03:16:51	73
03:16:56	75
03:17:11	74
03:17:21	76
03:17:26	75
03:17:31	76
03:17:41	75
03:17:56	75
03:18:01	74
03:18:11	73
03:18:16	74
03:18:21	75
03:18:26	77
03:18:31	76
03:18:36	79
03:18:43	78
03:18:48	77
03:18:58	76
03:19:08	67
03:19:18	72
03:19:23	70
03:19:28	71
03:19:38	73
03:19:43	72
03:19:58	73
03:20:08	72
03:20:23	73
03:20:28	72
03:20:33	74
03:20:38	72
03:20:43	70
03:20:48	72
03:20:53	73
03:21:03	74
03:21:13	75
03:21:18	77
03:21:23	74
03:21:33	75
03:21:38	73
03:21:53	72
03:22:03	71
03:22:10	71
03:22:15	72
03:22:20	73
03:22:25	74
03:22:30	75
03:22:35	74
03:22:50	74
03:23:00	73
03:23:05	72
03:23:15	71
03:23:30	71
03:23:45	72
03:23:50	71
03:23:55	72
03:24:00	74
03:24:05	76
03:24:10	78
03:24:15	73
03:24:25	74
03:24:30	72
03:24:35	73
03:24:50	73
03:24:55	71
03:25:00	74
03:25:05	71
03:25:10	70
03:25:20	69
03:25:26	69
03:25:31	70
03:25:36	71
03:25:46	72
03:25:51	71
03:25:56	72
03:26:01	73
03:26:06	72
03:26:16	71
03:26:21	72
03:26:26	70
03:26:31	71
03:26:36	72
03:26:41	70
03:26:46	71
03:26:51	72
03:26:56	74
03:27:06	73
03:27:21	73
03:27:31	72
03:27:36	73
03:27:41	74
03:27:56	75
03:28:11	77
03:28:16	79
03:28:21	78
03:28:26	77
03:28:33	76
03:28:38	74
03:28:48	73
03:28:53	72
03:28:58	73
03:29:08	72
03:29:18	71
03:29:28	73
03:29:33	72
03:29:38	73
03:29:43	75
03:29:58	75
03:30:03	90
03:30:08	79
03:30:13	73
03:30:18	74
03:30:23	69
03:30:28	71
03:30:33	75
03:30:38	76
03:30:43	72
03:30:48	70
03:31:03	71
03:31:13	68
03:31:20	69
03:31:25	67
03:31:35	68
03:31:40	71
03:31:45	73
03:31:50	71
03:32:00	70
03:32:05	67
03:32:10	65
03:32:20	67
03:32:25	70
03:32:30	71
03:32:35	74
03:32:40	71
03:32:45	72
03:32:50	71
03:32:55	69
03:33:00	71
03:33:05	72
03:33:10	74
03:33:15	75
03:33:20	74
03:33:25	73
03:33:30	71
03:33:35	73
03:33:40	74
03:33:45	76
03:33:51	75
03:33:56	72
03:34:01	71
03:34:06	70
03:34:16	69
03:34:26	72
03:34:31	73
03:34:46	72
03:34:51	73
03:34:56	71
03:35:01	73
03:35:11	72
03:35:21	71
03:35:36	71
03:35:41	69
03:35:46	70
03:35:51	71
03:35:56	73
03:36:06	71
03:36:11	74
03:36:26	74
03:36:41	75
03:36:46	77
03:36:51	74
03:36:56	73
03:37:01	74
03:37:06	72
03:37:13	74
03:37:18	77
03:37:23	74
03:37:28	75
03:37:33	74
03:37:43	75
03:37:48	77
03:37:58	76
03:38:03	75
03:38:08	74
03:38:23	73
03:38:28	72
03:38:33	72
03:38:48	72
03:38:58	71
03:39:03	70
03:39:13	71
03:39:18	72
03:39:23	71
03:39:28	72
03:39:38	71
03:39:43	70
03:39:48	71
03:39:58	72
03:40:03	73
03:40:08	75
03:40:18	76
03:40:25	75
03:40:30	76
03:40:40	75
03:40:45	76
03:40:50	75
03:40:55	74
03:41:05	73
03:41:10	75
03:41:15	76
03:41:20	72
03:41:25	73
03:41:35	74
03:41:45	72
03:41:50	74
03:41:55	73
03:42:05	74
03:42:15	75
03:42:20	73
03:42:25	72
03:42:30	73
03:42:35	76
03:42:50	75
03:42:55	77
03:43:00	76
03:43:15	76
03:43:20	75
03:43:25	74
03:43:31	74
03:43:36	75
03:43:46	74
03:43:51	73
03:43:56	74
03:44:01	75
03:44:06	77
03:44:16	75
03:44:21	73
03:44:36	73
03:44:41	74
03:44:46	75
03:44:56	77
03:45:01	74
03:45:06	73
03:45:16	72
03:45:21	74
03:45:26	73
03:45:31	75
03:45:36	76
03:45:41	77
03:45:51	75
03:45:56	74
03:46:01	73
03:46:06	74
03:46:21	73
03:46:26	74
03:46:33	75
03:46:43	76
03:46:48	74
03:47:03	75
03:47:18	74
03:47:23	73
03:47:28	74
03:47:33	75
03:47:38	74
03:47:43	75
03:47:48	76
03:47:53	75
03:48:03	76
03:48:18	74
03:48:23	73
03:48:38	74
03:48:53	75
03:48:58	74
03:49:03	75
03:49:08	74
03:49:13	75
03:49:28	75
03:49:33	76
03:49:38	75
03:49:43	74
03:49:48	73
03:50:03	74
